Landing_Page_Size_In_KB,Same Landing Domain,Has Bank Related Keywords,Has Crypto Related Keywords,Has Card Related Keywords,Unique_Internal_Page_Link_Cnt,Unique_External_Page_Link_Cnt,Avg_External_Links_Len,Stdv_External_Links_Len,Ratio_Shortened_URL_And_External_Links,Ratio_Social_Media_Links_And_External_Links,Has_Google_Form_External_Link,Has_Paypal_External_Link,Is Cheapest TLD,Is Combined TLD,Spamhaus TLD Rank,Domain Letter Count,Domain Digit Rate,Domain Hyphen Count,xn-- Present,Money Keyword Check,Help Keyword Check,Campaign Keyword Check,War Keyword Check,For and To Keyword Check,Number Instead of Word,Is WhoIs Registrar Available,Is SSL Certificate Retrievable,K-means Label,KMedoids Label,Hierarchical Label,DBSCAN Label,GMM Label,IPQS_Flag,Domain
4.42,1,0,0,0,1,1,41.0,0.0,0.0,0.0,0,0,0,0,0.03,14,0.0,0,0,0,0,1,0,0,0,0,0,2,2,3,0,2,1,rebuildukraine.fr
68.97,1,0,0,0,32,2,22.5,2.5,0.0,0.0,0,0,1,0,0.25,14,0.0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,rebuild-ukraine.help
22.91,0,0,0,0,3,1,29.0,0.0,0.0,0.0,0,0,1,0,0.13,14,0.0,0,0,0,0,1,0,0,0,0,0,2,2,3,0,2,0,rebuildukraine.online
1.2,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.2,14,0.0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,rebuild-ukraine.world
67.06,1,0,0,0,9,2,33.0,14.0,0.0,1.0,0,0,0,0,0.05,22,0.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,rebuildukrainetogether.org
4.42,1,0,0,0,1,1,41.0,0.0,0.0,0.0,0,0,0,0,0.03,19,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,1,reconstruireukraine.fr
65.28,1,1,0,1,1,1,42.0,0.0,0.0,1.0,0,0,0,0,0.13,14,0.0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,2,0,redlineukraine.net
149.52,0,1,0,0,2,8,29.88,21.48,0.12,0.5,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,reformukraine.com
143.14,0,0,0,0,75,6,28.5,9.27,0.17,0.5,0,0,1,0,0.01,20,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,reiseberichte-ukraine.de
118.58,1,0,0,0,27,12,55.5,31.72,0.0,0.17,0,0,0,0,0.16,15,0.0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,relayfor-ukraine.com
76.29,1,0,1,0,8,4,42.5,5.32,0.0,1.0,0,0,0,0,0.16,13,0.071,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,relief4ukraine.com
131.99,1,0,0,0,2,6,43.67,25.32,0.17,0.0,0,0,0,0,0.05,16,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,reliefforukraine.org
0.83,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,reliefukraine.com
4.42,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.13,13,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,reliefukraine.net
83.86,0,0,0,1,6,11,81.36,40.21,0.0,0.0,0,0,0,0,0.05,13,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,remoteukraine.org
31.06,1,0,1,0,13,1,23.0,0.0,0.0,0.0,0,0,0,0,0.16,18,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,renaissanceukraine.com
262.3,1,0,0,0,30,3,96.33,32.36,0.0,0.33,0,0,0,0,0.01,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,rescueukraine.be
1.07,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,rescueukrainian.com
1.07,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,15,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,rescueukrainian.org
25.33,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.02,14,0.0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,restartukraine.io
917.71,1,0,0,0,11,6,27.67,7.27,0.0,0.83,0,0,0,0,0.05,14,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,restoreukraine.org
80.47,1,0,0,0,6,6,29.5,7.04,0.17,0.5,0,0,0,0,0.16,9,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,reukraine.com
382.44,1,0,0,0,21,49,93.86,37.57,0.04,0.06,0,0,0,0,0.05,9,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,reukraine.org
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,reunitedukraine.com
514.4,0,1,0,1,65,8,41.75,11.05,0.0,0.5,0,0,0,0,0.02,18,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,reverberateukraine.io
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,17,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,ribbonsforukraine.org
36.09,1,1,0,0,9,5,40.8,15.99,0.0,0.6,0,0,0,0,0.55,14,0.0,0,0,0,0,0,0,1,0,0,0,2,2,3,0,2,0,rideforukraine.info
22.71,1,0,0,0,3,3,63.33,33.04,0.0,0.33,0,0,0,0,0.05,14,0.0,2,0,0,0,0,0,1,0,1,0,2,2,3,0,0,0,ride-for-ukraine.org
17.3,1,0,0,0,6,6,27.67,9.5,0.0,0.33,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,ridewithukraine.com
17.3,1,0,0,0,6,6,27.67,9.5,0.0,0.33,0,0,1,0,0.01,15,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2,0,ridewithukraine.de
17.3,1,0,0,0,6,6,27.67,9.5,0.0,0.33,0,0,1,0,0.06,15,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,ridewithukraine.eu
17.3,1,0,0,0,6,6,27.67,9.5,0.0,0.33,0,0,0,0,0.55,15,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,ridewithukraine.info
17.3,1,0,0,0,6,6,27.67,9.5,0.0,0.33,0,0,0,0,0.13,15,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,ridewithukraine.net
17.3,1,0,0,0,6,6,27.67,9.5,0.0,0.33,0,0,0,0,0.05,15,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,ridewithukraine.org
79.71,1,0,0,0,17,19,27.37,9.09,0.05,0.16,1,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,riseofukraine.com
0.83,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,risingukraine.com
38.32,1,0,0,0,9,4,45.75,25.96,0.0,0.5,0,0,0,0,0.03,15,0.0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,roannais-ukraine.fr
6.66,1,0,0,0,5,36,25.58,6.33,0.03,0.08,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,-1,2,0,roastedinukraine.com
1111.09,1,0,0,0,15,4,42.5,5.02,0.0,0.75,0,0,0,0,0.05,16,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,robinhoodukraine.org
16.78,1,0,0,0,12,5,38.8,15.94,0.0,0.4,0,0,0,0,0.13,19,0.0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,2,0,rocukrainemedrelief.net
49.21,1,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0,0.01,17,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,roosendaal-ukraine.nl
8.96,1,0,0,0,2,1,34.0,0.0,0.0,0.0,0,0,0,1,0.12,14,0.0,0,0,0,0,0,0,1,0,1,0,2,2,3,0,2,0,rossforukraine.co.uk
507.48,0,1,1,0,8,11,61.73,38.23,0.09,0.09,0,0,0,0,0.01,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,rotaryfuerukraine.at
507.66,1,1,1,0,140,10,64.9,38.69,0.1,0.1,0,0,0,0,0.01,17,0.0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,rotary-fuer-ukraine.at
507.47,0,1,1,0,8,11,61.73,38.23,0.09,0.09,0,0,1,0,0.01,17,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,rotaryfuerukraine.de
507.46,1,1,1,0,140,10,64.9,38.69,0.1,0.1,0,0,1,0,0.01,17,0.0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,rotary-fuer-ukraine.de
160.52,1,0,0,0,11,2,70.5,27.5,0.0,0.5,0,0,0,0,0.16,12,0.0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,rotor-ukraine.com
102.41,1,0,0,0,9,3,45.67,14.38,0.0,0.67,0,0,0,0,0.05,11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ruffukraine.org
697.15,1,0,0,0,5,2,40.5,1.5,0.0,1.0,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,rugbywithukraine.com
948.12,1,0,0,0,3,6,86.17,35.7,0.0,0.33,0,0,0,0,0.05,10,0.091,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,run2ukraine.org
826.9,1,0,0,0,4,9,30.11,12.6,0.0,0.44,0,1,0,0,0.16,10,0.091,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,run4ukraine.com
33.72,1,0,0,0,17,6,50.0,14.53,0.0,0.67,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,1,0,0,0,2,2,3,0,0,0,runforukraine.com
756.65,1,0,0,0,3,3,33.67,5.44,0.33,0.67,0,0,0,1,0.12,12,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,runtoukraine.co.uk
947.05,1,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,25,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,russiansforukraineproject.com
45.89,1,1,0,0,2,2,74.5,33.5,0.0,0.0,0,0,0,0,0.16,22,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,russianukrainianbrides.com
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,18,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,russiatakesukraine.com
1.19,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.29,13,0.0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,russia-ukraine.us
63.17,1,0,0,0,31,5,66.4,34.63,0.2,0.0,0,0,0,0,0.16,21,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,russiaukraineinvasion.com
103.15,1,0,0,0,42,0,0.0,0.0,0.0,0.0,0,0,1,0,0.13,16,0.0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,russia-ukraine-war.online
10.12,1,1,0,1,111,1,38.0,0.0,0.0,0.0,0,0,0,0,0.05,17,0.0,0,0,0,0,0,1,0,0,1,0,2,2,3,-1,2,0,russoukrainianwar.org
47.3,1,0,0,0,3,2,30.5,8.5,0.0,0.5,0,0,1,0,0.01,18,0.0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,sachspenden-ukraine.de
676.63,1,0,0,0,1,10,76.0,20.86,0.0,0.2,0,0,0,0,0.05,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,safeandsoundukraine.org
36.46,1,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,safeinukraine.com
215.5,0,0,0,0,11,20,75.15,27.06,0.0,0.2,1,1,0,0,0.05,18,0.053,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,safepassage4ukraine.org
215.5,0,0,0,0,11,20,75.15,27.06,0.0,0.2,1,1,0,0,0.05,21,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,safepassageforukraine.org
157.47,1,0,0,0,25,14,35.29,9.18,0.0,0.07,0,0,0,1,0.05,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,salisburyukrainehub.org.uk
89.64,0,0,0,0,3,4,33.25,7.53,0.25,0.0,0,0,0,0,0.05,11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,saltukraine.org
20.47,1,0,0,0,1,5,43.0,15.53,0.0,0.6,0,0,0,0,0.16,26,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,samaritanministriesukraine.com
25.05,1,0,0,0,4,2,25.5,0.5,0.5,0.5,0,0,0,0,0.16,11,0.0,1,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,samp-ukraine.com
217.97,1,0,0,0,18,3,41.33,7.36,0.0,0.33,0,0,0,0,0.02,15,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,sandraukrainetz.ca
217.97,1,0,0,0,18,3,41.33,7.36,0.0,0.33,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,sandraukrainetz.com
215.13,1,0,0,0,21,4,50.0,14.68,0.0,0.75,0,0,0,0,0.05,11,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,saneukraine.org
215.13,0,0,0,0,1,5,45.4,16.03,0.0,0.6,0,0,0,0,0.05,17,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,saneukraineonline.org
770.38,1,0,0,0,14,2,48.0,1.0,0.0,1.0,0,0,0,0,0.05,23,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,savannahsupportsukraine.org
12.09,1,1,0,1,1,7,54.43,17.33,0.0,0.14,0,0,0,0,0.16,17,0.0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,2,0,saveliveinukraine.com
51.27,1,1,0,0,13,6,47.83,25.47,0.17,0.5,0,0,0,0,0.05,17,0.0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,0,0,savepeopleukraine.org
88.33,1,0,0,0,12,4,57.75,19.83,0.0,0.25,0,0,0,0,0.01,11,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,saveukraine.be
1363.08,1,0,0,0,13,15,41.13,24.74,0.07,0.2,0,0,0,0,0.01,11,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,saveukraine.cz
26.25,1,0,0,0,3,3,34.67,11.44,0.0,0.33,0,0,1,0,0.2,11,0.0,1,0,0,1,0,0,0,0,1,0,2,2,3,0,2,0,save-ukraine.icu
117.64,1,0,0,0,7,5,33.8,7.7,0.0,0.6,0,0,0,0,0.36,11,0.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,save-ukraine.life
218.59,1,0,0,0,6,20,50.1,30.51,0.0,0.1,0,0,0,0,0.05,11,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,saveukraine.network
192.47,1,0,0,0,13,3,47.33,8.81,0.0,0.33,0,0,0,0,0.02,11,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,saveukraine.team
2.56,1,0,0,0,1,2,36.0,3.0,0.0,0.5,0,0,1,0,0.29,11,0.0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,2,0,saveukraine.us
1.38,1,0,0,0,1,2,25.0,1.0,0.0,0.0,0,0,1,0,0.13,11,0.0,1,0,0,1,0,0,0,0,1,0,2,2,3,0,2,0,save-ukraine.website
125.29,1,0,0,0,21,2,45.5,3.5,0.0,0.5,0,0,0,0,0.05,11,0.25,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,save-ukraine2022.org
83.9,1,0,0,0,15,3,46.67,13.47,0.0,0.67,0,0,0,0,0.05,14,0.125,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,saveukraineart22.org
23.57,1,0,0,0,5,3,49.33,8.73,0.33,0.67,0,0,0,0,0.01,13,0.0,0,0,0,1,0,0,0,0,1,0,2,2,3,0,2,0,saveukraineeu.be
9.34,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,saveukrainefund.com
31.32,1,1,0,0,4,2,34.5,8.5,0.5,1.0,0,0,0,0,0.16,15,0.0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,2,0,saveukrainegraz.com
292.16,1,0,0,0,26,2,41.0,20.0,0.0,0.0,0,1,0,0,0.05,16,0.0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,save-ukraine-halle.org
67.65,1,0,0,0,11,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,16,0.0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,saveukrainelives.org
141.89,1,0,0,0,19,2,47.0,6.0,0.0,1.0,0,0,0,0,0.16,14,0.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,saveukraine-now.com
29.61,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,16,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,saveukrainetoday.org
19.18,1,1,0,1,1,5,53.2,11.14,0.0,0.6,0,0,0,0,0.16,19,0.0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,2,0,saveukrainetogether.com
88.72,1,0,0,0,20,19,78.21,32.45,0.0,0.26,0,1,0,0,0.05,13,0.0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,0,1,saveukraineua.org
40.97,1,0,0,0,11,1,35.0,0.0,0.0,1.0,0,0,0,0,0.01,14,0.0,2,0,0,1,0,0,0,0,0,0,2,2,3,0,2,0,save-ukraine-vzw.be
111.21,1,0,0,0,4,1,139.0,0.0,0.0,0.0,0,0,0,0,0.05,13,0.0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,saveukrainian.org
72.76,1,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,1,0,0.07,21,0.0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,saveukrainianchildren.charity
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,18,0.0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,saveukrainianlives.org
234.94,1,0,0,0,10,6,39.67,11.25,0.17,0.67,0,0,0,0,0.16,14,0.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,save-ukrainians.com
0.73,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.06,17,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,scienceforukraine.eu
348.89,1,0,0,0,10,3,44.33,4.5,0.0,0.67,0,0,0,0,0.05,15,0.062,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,scotland4ukraine.org
87.72,1,0,0,0,9,1,145.0,0.0,0.0,0.0,0,0,0,0,0.05,15,0.062,0,0,0,0,0,0,1,1,1,0,2,2,3,0,0,0,scranton4ukraine.org
1444.09,1,0,0,0,5,10,44.4,20.39,0.1,0.3,0,0,0,0,0.16,19,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,scstandswithukraine.com
116.45,1,0,0,0,16,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,10,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,sdc-ukraine.org
47.27,1,0,0,0,9,5,46.2,18.69,0.0,0.8,0,0,0,0,0.16,18,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,secondfrontukraine.com
135.78,1,0,0,0,9,4,41.0,6.28,0.0,1.0,0,0,0,0,0.16,12,0.077,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,seeds4ukraine.com
0.84,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.13,12,0.0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,sex-in-ukraine.online
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.13,16,0.0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,sex-obyava-ukraine.online
1.21,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.13,16,0.0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,sex-portal-ukraine.online
76.48,1,0,0,0,501,3,57.67,16.11,0.0,0.0,0,0,0,0,0.04,10,0.0,1,0,0,0,0,0,0,0,1,0,2,2,1,-1,0,0,sex-ukraine.mobi
1.2,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.13,10,0.0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,s-e-x-ukraine.online
1.07,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.04,10,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,sex-ukraine.store
111.8,1,0,0,0,469,7,35.86,10.34,0.0,0.0,0,0,1,0,0.13,15,0.0,2,0,0,0,0,0,0,0,0,0,0,2,1,-1,0,1,sex-ukraine-dosug.online
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.13,11,0.0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,sex-v-ukraine.online
32.38,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.01,10,0.091,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,sgr4ukraine.de
127.67,1,0,0,0,10,5,44.8,11.57,0.0,0.0,0,1,0,0,0.05,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,shareukraine.org
104.86,1,0,0,0,25,2,48.5,21.5,0.0,0.5,0,0,0,0,0.05,16,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,shastaforukraine.org
97.88,0,0,0,0,6,1,134.0,0.0,0.0,0.0,0,0,0,0,0.01,17,0.0,0,0,0,0,0,0,1,0,0,0,2,2,3,0,0,0,shelterforukraine.be
55.18,1,1,1,1,1,9,62.67,35.45,0.0,0.11,0,1,1,0,0.29,13,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,shieldukraine.us
62.9,1,0,0,0,2,1,38.0,0.0,0.0,0.0,0,0,0,0,0.16,13,0.0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,ship-to-ukraine.com
1.07,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,shopforukraine.com
156.64,1,0,0,0,3,2,30.5,0.5,0.0,1.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,shopfromukraine.com
7.5,1,0,0,0,1,9,45.44,28.01,0.0,0.11,0,0,0,0,0.16,19,0.0,0,0,0,0,1,0,1,0,0,0,2,2,3,0,2,0,shopsmartforukraine.com
206.27,1,0,0,0,9,1,25.0,0.0,0.0,1.0,0,0,1,0,0.01,11,0.0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,shop-ukraine.de
51.24,1,0,0,0,38,2,104.0,82.0,0.0,0.0,0,0,0,0,0.05,13,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,shopukrainian.org
0.16,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.03,15,0.062,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,sikharmy4ukraine.uk
26.93,1,0,0,0,1,4,112.25,23.79,0.0,0.75,0,0,0,0,0.03,19,0.05,0,0,0,0,0,1,0,1,1,0,2,2,3,0,2,1,sikhfighters4ukraine.uk
26.93,1,0,0,0,1,4,112.25,23.79,0.0,0.75,0,0,0,0,0.03,19,0.05,0,0,0,0,0,0,0,1,1,0,2,2,3,0,0,1,sikhregiment4ukraine.uk
607.7,1,0,0,0,7,2,43.5,7.5,0.0,1.0,0,0,0,0,0.01,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,sisuukraine.fi
33.32,1,0,0,0,1,8,40.25,18.29,0.0,0.5,0,0,0,0,0.03,11,0.083,0,0,0,0,0,0,0,1,1,0,2,2,3,0,2,0,sjog4ukraine.uk
363.2,1,0,0,0,2,11,37.18,14.46,0.0,0.45,0,0,0,0,0.03,19,0.0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,sjog-homesforukraine.uk
71.28,1,0,0,0,8,4,44.0,7.65,0.0,1.0,0,0,0,0,0.01,12,0.0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,slavaukraine.fund
120.86,1,0,0,0,65,3,40.67,3.09,0.0,0.67,0,0,0,0,0.13,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,slavaukraine.net
429.68,1,0,0,0,2,5,30.8,7.63,0.2,0.4,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,slobodaukraine.com
20.47,1,0,0,0,2,4,47.5,14.15,0.0,0.75,0,0,0,0,0.16,9,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,smukraine.com
227.95,1,1,1,1,6,5,68.0,64.27,0.0,0.6,0,0,0,0,0.05,14,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,sobornaukraine.org
250.84,1,0,0,0,95,2,39.0,2.0,0.0,1.0,0,0,1,0,0.08,12,0.0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,sofiaukraine.art
94.07,1,0,0,0,6,5,57.6,19.38,0.0,0.6,0,0,0,0,0.05,35,0.0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,solidarite-ambulanciere-france-ukraine.org
216.22,1,0,0,0,12,2,61.0,21.0,0.0,1.0,0,0,0,0,0.05,25,0.0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,solidarite-bretagne-ukraine.org
159.6,1,0,0,0,10,3,24.0,6.16,0.0,0.0,0,0,0,0,0.01,17,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,solidariteukraine.ch
139.35,1,0,0,0,24,0,0.0,0.0,0.0,0.0,0,0,0,0,0.03,17,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,solidarite-ukraine.fr
133.38,1,0,0,0,10,8,58.0,23.61,0.12,0.38,1,0,0,0,0.05,21,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,solidarite-ukrainelyon.org
67.38,1,0,0,0,14,4,135.0,109.87,0.0,0.25,0,0,0,0,0.01,22,0.0,2,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,solidarite-ukraine-namur.be
10.41,1,0,0,0,3,1,49.0,0.0,0.0,1.0,0,0,1,0,0.06,21,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,solidaritywithukraine.eu
143.82,1,0,0,0,4,2,124.5,46.5,0.0,0.0,0,0,0,0,0.03,12,0.0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,solidukraine.fr
