Landing_Page_Size_In_KB,Same Landing Domain,Has Bank Related Keywords,Has Crypto Related Keywords,Has Card Related Keywords,Unique_Internal_Page_Link_Cnt,Unique_External_Page_Link_Cnt,Avg_External_Links_Len,Stdv_External_Links_Len,Ratio_Shortened_URL_And_External_Links,Ratio_Social_Media_Links_And_External_Links,Has_Google_Form_External_Link,Has_Paypal_External_Link,Is Cheapest TLD,Is Combined TLD,Spamhaus TLD Rank,Domain Letter Count,Domain Digit Rate,Domain Hyphen Count,xn-- Present,Money Keyword Check,Help Keyword Check,Campaign Keyword Check,War Keyword Check,For and To Keyword Check,Number Instead of Word,Is WhoIs Registrar Available,Is SSL Certificate Retrievable,K-means Label,KMedoids Label,Hierarchical Label,DBSCAN Label,GMM Label,IPQS_Flag,Domain
28.86,1,0,0,0,16,27,32.07,11.64,0.04,0.15,0,0,0,0,0.05,11,0.154,0,0,0,1,0,0,0,0,0,0,2,2,3,0,2,0,helpukraine22.org
31.79,1,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,18,0.0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,helpukrainearmynow.com
26.5,1,0,0,0,1,5,91.4,83.82,0.0,0.0,0,0,0,0,0.05,17,0.0,0,0,0,1,0,0,0,0,0,1,2,2,3,0,0,0,helpukrainecenter.org
33.17,1,0,0,0,23,2,70.5,16.5,0.0,0.0,0,0,0,1,0.12,19,0.0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,2,1,helpukrainechildren.co.uk
38.38,1,0,0,0,5,5,42.8,21.32,0.0,0.6,0,0,0,0,0.05,17,0.0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,0,0,helpukrainedonbas.org
101.35,1,0,0,0,5,1,40.0,0.0,0.0,0.0,0,0,0,0,0.05,13,0.0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,helpukraine-ev.org
55.35,1,0,0,0,14,1,79.0,0.0,0.0,0.0,0,0,0,0,0.05,17,0.0,0,0,0,1,0,0,0,0,1,0,2,2,3,0,0,0,helpukrainegeneva.org
54.8,1,0,0,0,4,2,56.0,23.0,0.0,0.0,0,0,0,0,0.05,17,0.0,2,0,0,1,0,0,0,0,1,0,2,2,3,0,0,0,help-ukraine-geneva.org
71.96,1,1,0,0,4,4,66.5,57.73,0.25,0.5,0,0,1,0,0.06,17,0.0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,0,0,helpukrainehorses.eu
1.19,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,helpukrainehub.com
593.89,1,0,0,0,10,4,32.25,8.44,0.25,0.75,0,0,0,0,0.05,14,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,helpukrainehub.org
527.18,1,1,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0,0,0.01,19,0.0,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,help-ukraine-montreux.ch
105.46,1,0,0,0,57,3,125.33,131.3,0.0,0.0,0,0,0,0,0.16,17,0.0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,0,0,helpukrainemorden.com
0.83,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,15,0.0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,helpukrainenova.org
51.64,1,0,0,0,2,2,28.0,13.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,2,1,helpukrainenow.com
242.5,1,0,0,1,10,4,49.5,7.26,0.0,0.5,0,1,0,0,0.02,14,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,helpukrainenow.foundation
23.39,1,0,1,0,6,5,56.0,23.66,0.2,0.4,1,0,0,0,0.05,18,0.0,0,0,0,1,0,0,0,0,1,0,2,2,3,0,2,1,helpukraineromania.org
185.57,1,0,0,0,15,10,66.9,60.66,0.1,0.4,0,0,0,0,0.16,19,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,helpukrainescotland.com
93.42,1,1,0,0,5,2,104.5,5.5,0.0,0.0,0,0,1,0,0.01,18,0.0,2,0,0,1,0,0,0,0,0,0,2,2,3,0,0,0,help-ukraine-springe.de
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,20,0.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,helpukrainesurvivors.com
16.55,1,0,0,0,1,7,38.57,21.2,0.0,0.43,0,0,0,0,0.16,16,0.0,0,0,0,1,0,0,0,0,0,1,2,2,3,0,2,1,helpukrainetoday.com
1.21,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,19,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,helpukrainetogether.com
159.9,0,0,0,0,1,3,52.67,9.53,0.0,0.67,0,0,0,0,0.16,14,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,helpukrainevlc.com
1.2,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,help-ukraine-win.com
86.17,1,1,0,0,3,14,49.29,87.23,0.0,0.07,0,0,0,0,0.05,20,0.0,0,0,0,1,0,0,0,0,0,0,2,2,3,0,0,0,helpukrainewinwidget.org
625.98,1,0,0,0,1,4,32.25,7.01,0.0,0.75,0,0,0,0,0.16,24,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,helpukrainianchildrenorg.com
170.27,1,0,0,0,40,4,55.75,16.99,0.0,0.75,0,0,0,0,0.16,22,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,helpukrainianhospitals.com
34.46,1,0,0,0,29,2,51.5,3.5,0.0,1.0,0,0,0,0,0.16,19,0.0,0,0,0,1,0,0,0,0,1,0,2,2,3,0,0,0,helpukrainianpeople.com
42.75,1,0,0,0,5,1,24.0,0.0,0.0,0.0,0,0,0,0,0.16,17,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,helpukrainianpets.com
763.96,0,0,0,0,24,1,48.0,0.0,0.0,0.0,0,0,0,0,0.02,14,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,helpukrainians.ca
0.96,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,14,0.0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,help-ukrainians.org
426.67,1,0,0,0,19,7,46.86,33.2,0.14,0.43,0,0,0,0,0.01,14,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,helpukrainians.ro
97.84,1,0,0,0,18,7,36.43,11.2,0.0,0.29,0,0,0,1,0.16,23,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,helpukrainiansaustralia.com.au
363.0,1,0,0,0,2,2,35.0,0.0,0.5,0.0,1,0,0,0,0.05,22,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,helpukrainiansistanbul.org
112.12,1,0,0,0,8,1,114.0,0.0,0.0,0.0,0,0,0,0,0.01,18,0.0,0,0,0,0,0,0,1,0,0,1,2,0,3,0,0,0,helvetiaforukraine.ch
20.04,1,0,0,0,1,2,49.0,13.0,0.0,1.0,0,0,0,0,0.03,11,0.0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,1,hent-ukraine.fr
3.4,1,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,18,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,herculesforukraine.com
114.23,0,0,0,0,12,4,43.25,2.68,0.0,0.5,0,0,1,0,0.06,15,0.0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,heroes-of-ukraine.eu
77.29,1,0,0,0,1,1,61.0,0.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,heroesukraine.com
640.31,1,0,1,1,41,3,37.33,4.5,0.0,1.0,0,0,0,0,0.05,13,0.0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,heroesukraine.org
116.65,1,0,1,1,2,38,85.03,48.21,0.03,0.11,0,0,0,0,0.05,10,0.0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,2,1,heyukraine.org
59.88,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,hikeforukraine.com
42.22,1,0,0,1,24,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,hilfeukraine.org
1.08,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.01,15,0.0,2,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,hilfe-ukraine-msp.de
15.55,1,0,0,0,1,5,29.4,7.58,0.0,0.4,0,0,0,0,0.01,23,0.0,2,0,0,0,0,0,0,0,0,0,2,2,3,0,2,0,hilfe-ukraine-steffisburg.ch
190.66,1,0,0,0,15,7,75.0,41.08,0.0,0.14,0,0,0,0,0.01,16,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,hilfswerk-ukraine.ch
63.2,0,1,1,0,8,4,48.0,22.79,0.0,0.5,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,hireaukrainian.com
21.2,1,0,0,0,12,1,32.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,1,0,0,1,2,2,3,0,2,0,hireforukraine.com
174.2,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,14,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,hireforukraine.org
909.33,1,0,0,0,12,4,35.5,7.66,0.0,0.5,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,hiretheukrainian.com
52.64,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,hireukrainian.com
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,13,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,hireukrainian.org
156.07,1,0,0,0,8,20,42.45,28.78,0.05,0.05,1,0,0,0,0.05,22,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,hireukrainiandesigners.org
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,14,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,hireukrainians.org
1.07,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.12,17,0.0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,historyforukraine.co
26.48,1,0,0,0,6,1,42.0,0.0,0.0,0.0,0,0,1,0,0.01,15,0.062,0,0,0,0,0,0,0,1,0,0,2,2,3,0,2,0,hoffnung4ukraine.de
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,11,0.083,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,home4ukraine.org
145.82,1,0,0,0,36,7,67.57,67.41,0.0,0.43,0,0,0,1,0.12,15,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,homesforukraine.co.uk
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,homesforukraine.com
138.68,1,0,0,0,3,2,21.5,1.5,0.0,0.0,0,0,0,0,0.01,15,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,homesforukraine.hu
783.1,1,0,0,0,13,8,41.88,21.12,0.12,0.5,0,0,0,1,0.05,15,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,homesforukraine.org.uk
145.81,1,0,0,0,36,7,67.57,67.41,0.0,0.43,0,0,0,0,0.03,15,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,homesforukraine.uk
1041.5,1,1,0,1,7,1,47.0,0.0,0.0,1.0,0,0,0,0,0.16,26,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,homesforukrainetufnellpark.com
38.12,1,0,0,0,8,1,50.0,0.0,0.0,0.0,0,0,0,1,0.12,18,0.0,0,0,0,0,0,0,1,0,1,0,2,2,3,0,2,0,homesforukrainians.co.uk
109.92,1,0,0,0,33,6,40.67,15.57,0.17,0.17,0,1,0,0,0.01,11,0.083,0,0,0,0,1,0,0,1,1,0,0,0,2,0,2,0,hope4ukraine.care
15.44,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,11,0.083,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,hope4ukraine.com
63.32,1,0,0,0,5,3,38.0,20.51,0.33,0.0,0,0,0,0,0.13,11,0.083,0,0,0,0,1,0,0,1,0,0,0,2,2,0,2,0,hope4ukraine.net
736.72,1,0,0,0,4,3,47.0,3.56,0.0,1.0,0,0,0,0,0.05,18,0.053,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,hope4ukraineproject.org
91.74,1,0,0,0,7,2,162.0,74.0,0.0,0.0,0,0,0,0,0.02,14,0.0,0,0,0,0,1,0,1,0,1,0,2,2,3,0,0,0,hopeforukraine.ca
66.81,1,0,0,0,19,1,80.0,0.0,0.0,0.0,0,0,1,0,0.01,14,0.0,2,0,0,0,1,0,1,0,1,0,2,2,3,0,2,1,hope-for-ukraine.de
115.28,1,0,0,0,15,2,46.5,0.5,0.0,1.0,0,0,0,1,0.05,14,0.0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,2,0,hopeforukraine.org.uk
788.52,1,0,0,0,8,5,32.0,6.23,0.0,0.6,0,0,0,0,0.16,13,0.0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,hope-in-ukraine.com
13.32,1,0,0,0,1,2,203.5,163.5,0.0,0.5,0,0,0,0,0.16,13,0.0,0,0,0,0,1,0,1,0,1,0,2,2,3,0,0,0,hopetoukraine.com
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.01,11,0.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,hope-ukraine.de
536.7,1,0,0,0,15,3,55.0,13.49,0.0,1.0,0,0,0,0,0.01,11,0.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,hopeukraine.it
122.98,1,0,0,1,11,3,78.33,39.38,0.0,0.0,0,0,1,0,0.29,11,0.0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,hopeukraine.us
32.21,1,0,0,0,13,4,37.0,3.24,0.0,1.0,0,0,0,0,0.16,11,0.083,0,0,0,0,0,0,0,1,1,0,2,2,3,0,2,0,host4ukraine.com
635.67,1,0,0,0,4,4,29.75,6.26,0.0,0.75,0,0,0,0,0.16,34,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,hostingandhelpingukrainianrefugees.com
62.88,1,0,0,0,9,0,0.0,0.0,0.0,0.0,0,0,0,0,0.02,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,houseofukraine.se
4.6,1,0,0,0,1,1,21.0,0.0,0.0,0.0,0,0,0,0,0.16,31,0.0,3,0,0,0,0,0,0,0,0,0,1,2,3,0,2,0,housing-ukraine-refugees-waldkirch.com
64.91,1,0,0,0,8,5,34.6,13.37,0.0,0.8,0,0,0,0,0.16,20,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,hoverlafranceukraine.com
1.07,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,12,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,howtoukraine.com
43.99,1,0,0,0,10,1,18.0,0.0,0.0,0.0,0,0,0,1,0.12,10,0.091,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,1,hpc4ukraine.co.uk
23.74,1,0,0,0,1,1,23.0,0.0,0.0,0.0,0,0,0,0,0.05,12,0.0,0,0,0,0,0,0,1,0,1,0,2,2,3,0,2,0,hrforukraine.org
112.43,1,0,0,0,15,2,92.0,57.0,0.5,0.0,1,1,0,0,0.05,10,0.091,0,0,0,0,0,0,0,1,1,0,2,2,3,0,2,0,htx4ukraine.org
3.56,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,11,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,hugsukraine.com
163.87,1,1,0,0,11,7,40.71,20.23,0.29,0.14,0,0,0,0,0.05,11,0.083,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,hull4ukraine.org
93.29,1,0,0,0,5,4,30.75,7.89,0.0,0.5,0,0,0,1,0.12,13,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,hulltoukraine.co.uk
97.09,1,0,0,0,41,1,71.0,0.0,0.0,1.0,0,0,0,0,0.05,18,0.0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,humanandlawukraine.org
92.45,1,0,0,1,6,1,139.0,0.0,0.0,0.0,0,0,0,0,0.05,13,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,humaneukraine.org
1045.57,1,0,1,0,1,5,39.8,13.35,0.2,0.8,0,0,0,0,0.16,19,0.05,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,humanitarian4ukraine.com
98.42,1,1,1,0,24,1,135.0,0.0,0.0,0.0,0,0,0,0,0.05,25,0.0,0,0,0,1,0,0,1,0,1,0,2,2,3,0,0,0,humanitarianaidforukraine.org
0.11,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,humankindukraine.com
128.16,1,0,0,0,8,1,41.0,0.0,0.0,0.0,0,0,0,0,0.16,16,0.0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,hyattukrainefund.com
44.7,1,0,0,0,10,8,55.0,15.1,0.0,0.12,0,0,0,0,0.04,12,0.0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,hyogo-ukraine.jp
129.56,1,0,0,0,9,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,iamfromukraine.com
3.0,1,0,0,0,1,1,24.0,0.0,0.0,1.0,0,0,0,0,0.16,20,0.0,0,0,0,0,0,0,1,0,1,0,2,1,3,0,2,0,iamtheghostofukraine.com
130.62,1,0,0,0,12,2,87.0,52.0,0.0,0.0,0,0,0,0,0.05,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ibaukraine.org
17.48,1,0,0,0,4,1,40.0,0.0,0.0,0.0,0,0,0,0,0.05,12,0.0,0,0,0,0,1,0,0,0,1,0,2,2,3,0,2,0,icareukraine.org
76.39,1,0,0,0,22,6,61.83,31.34,0.17,0.83,0,0,1,0,0.01,19,0.0,2,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,idstein-hilft-ukraine.de
1.08,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,19,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,ifuckingloveukraine.com
82.04,1,0,0,0,91,3,31.67,8.38,0.0,0.33,0,0,0,0,0.16,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,illustrateukraine.com
105.28,1,0,0,0,12,5,44.8,11.69,0.0,0.8,0,0,1,0,0.06,18,0.053,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,immigration4ukraine.eu
197.11,1,1,0,0,11,4,53.0,6.82,0.0,0.75,0,1,0,0,0.16,13,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,impact-ukraine.com
197.11,1,1,0,0,11,4,53.0,6.82,0.0,0.75,0,1,0,0,0.05,13,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,impact-ukraine.org
16.37,1,0,0,0,1,1,69.0,0.0,0.0,0.0,0,0,0,0,0.05,10,0.0,1,0,0,0,0,0,0,0,1,0,2,2,3,0,0,1,ims-ukraine.org
104.11,1,0,0,0,7,1,105.0,0.0,0.0,0.0,0,0,0,0,0.16,9,0.1,0,0,0,0,0,0,0,1,1,1,2,0,3,0,0,0,in4ukraine.com
148.59,1,1,0,0,9,3,44.0,6.48,0.0,0.67,0,0,0,0,0.05,22,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,indianasupportsukraine.org
289.15,1,0,0,0,34,2,21.5,16.15,0.0,0.0,0,0,0,0,0.01,21,0.0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,info-ostbelgien-ukraine.be
129.25,1,0,0,0,8,5,40.0,6.87,0.0,0.6,0,0,0,0,0.13,19,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,infosammlung-ukraine.net
13.9,0,0,0,0,5,1,32.0,0.0,0.0,0.0,0,0,0,0,0.01,11,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,infoukraine.be
13.9,1,0,0,0,5,1,32.0,0.0,0.0,0.0,0,0,0,0,0.01,11,0.0,1,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0,info-ukraine.be
13.86,1,0,0,0,3,24,66.75,49.93,0.0,0.12,1,0,0,0,0.01,11,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2,0,infoukraine.ro
98.93,1,1,0,0,4,6,82.5,38.5,0.0,0.33,0,0,1,0,0.01,16,0.0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,inklusion-ukraine.de
37.87,0,0,0,0,1,3,28.0,5.72,0.0,0.33,0,0,0,0,0.01,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,innoukraine.fi
37.87,1,0,0,0,3,2,30.5,5.5,0.0,0.5,0,0,0,0,0.01,11,0.0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,inno-ukraine.fi
116.96,0,1,0,0,1,7,69.29,51.2,0.14,0.29,0,0,0,0,0.16,16,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,insightonukraine.com
0.85,1,0,0,0,492,5,58.8,15.24,0.0,0.0,0,0,0,0,0.04,17,0.0,2,0,0,0,0,0,0,0,0,0,2,2,1,-1,0,0,intim-doska-ukraine.mobi
111.04,1,0,0,0,450,6,31.33,10.43,0.0,0.0,0,0,1,0,0.13,17,0.0,2,0,0,0,0,0,0,0,1,0,0,2,1,-1,0,1,intim-dosug-ukraine.online
1.07,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0.13,12,0.0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,intim-ukraine.online
331.02,1,0,0,0,39,3,72.0,17.68,0.0,0.67,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,intouchukraine.com
1.07,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,13,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,invadeukraine.com
1.07,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,13,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,invadeukraine.org
54.24,0,1,1,1,2,2,28.0,13.0,0.0,0.0,0,0,1,0,0.06,15,0.0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,2,1,investinukraine.eu
1213.65,1,1,0,0,21,7,53.0,21.74,0.14,0.57,0,0,1,0,0.06,15,0.0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,invest-in-ukraine.tech
94.95,1,0,0,0,1,4,41.25,23.37,0.0,0.25,0,0,0,0,0.16,25,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,investinukrainianfounders.com
446.23,0,1,1,1,1,70,58.46,41.05,0.0,0.04,0,0,0,0,0.16,15,0.0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,investorukraine.com
111.17,1,0,1,0,5,3,60.33,26.13,0.0,0.0,0,1,0,0,0.03,10,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,ipa-ukraine.fr
15.96,1,0,0,0,8,5,32.6,22.29,0.0,0.0,0,0,0,0,0.0,17,0.0,0,0,0,0,0,0,1,0,0,0,2,2,3,0,2,0,irelandforukraine.ie
1.2,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.16,18,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,irelandhelpukraine.com
1.19,1,0,0,0,1,6,62.67,39.33,0.0,0.17,0,0,0,0,0.16,14,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,irelandukraine.com
76.92,1,1,1,1,14,6,81.0,51.52,0.17,0.5,0,0,0,0,0.16,17,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2,0,ironshieldukraine.com
61.04,1,0,0,0,12,10,29.7,12.4,0.0,0.2,0,0,0,0,0.16,10,0.0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,isc-ukraine.com
1187.0,1,0,0,0,18,4,65.25,33.71,0.25,1.0,0,0,0,0,0.05,13,0.071,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,israel4ukraine.org
0.61,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,10,0.0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,iss-ukraine.org
19.3,1,1,0,0,1,3,40.0,6.16,0.0,1.0,0,0,0,0,0.01,17,0.0,0,0,0,1,1,0,0,0,0,0,2,2,3,0,2,0,istandwithukraine.care
132.51,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0.01,17,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,istandwithukraine.clothing
93.33,1,1,0,0,10,5,45.4,11.67,0.0,0.6,0,1,1,0,0.01,17,0.0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,0,istandwithukraine.de
4.6,1,0,0,0,1,1,40.0,0.0,0.0,0.0,0,0,0,0,0.16,24,0.0,0,0,0,0,0,1,0,0,1,0,2,2,3,0,2,0,istherestillwarinukraine.com
1.13,1,0,0,0,1,5,30.4,13.51,0.0,0.4,0,0,0,0,0.16,25,0.0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,2,0,isukrainestillunderattack.com
27.86,1,0,0,0,12,5,75.8,22.92,0.0,0.8,0,0,1,0,0.06,15,0.0,0,0,0,1,0,0,0,0,1,0,2,2,3,0,0,0,isupportukraine.eu
571.78,1,0,1,0,4,1,31.0,0.0,0.0,1.0,0,0,0,0,0.13,15,0.0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,isupportukraine.net
24.85,1,0,0,0,2,31,100.19,28.26,0.0,0.1,0,0,0,0,0.16,10,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2,0,ivyukraine.com
82.22,1,0,0,0,10,3,35.67,11.15,0.0,0.33,0,0,0,0,0.05,18,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,jaccueillelukraine.org
34.8,1,0,0,0,14,1,110.0,0.0,0.0,0.0,0,0,0,0,0.05,29,0.0,0,0,0,0,0,0,1,0,1,0,2,2,3,0,0,0,jamestownukrainereliefproject.org
